id,czech,translation,pronunciation,audio,sequence,level_id,part_id,language_id
17713,dobít,recharge,ɹᵻtʃˈɑːɹdʒ,recharge,7518,5,,1
17714,usnadnění,facilitation,fəsˌɪlɪtˈeɪʃən,facilitation,7519,5,,1
17715,podmíněný,conditional,kəndˈɪʃənəl,conditional,7520,5,,1
17716,podmíněně,conditionally,kəndˈɪʃənəli,conditionally,7521,5,,1
17717,šlapat,tread,tɹˈɛd,tread,7522,5,,1
17718,ladit,tone,tˈoʊn,tone,7523,5,,1
17719,vyslovit,voice,vˈɔɪs,voice,7524,5,,1
17720,nezáviděníhodný,unenviable,ˌʌnˈɛnviəbəl,unenviable,7525,5,,1
17721,houževnatost,toughness,tˈʌfnəs,toughness,7526,5,,1
17722,odvolání,recall,ɹˈiːkɔːl,recall,7527,5,,1
17723,vzpomínka,recollection,ɹˌɛkəlˈɛkʃən,recollection,7528,5,,1
17724,instalatérství,plumbing,plˈʌmɪŋ,plumbing,7529,5,,1
17725,uvaděč,usher,ˈʌʃɚ,usher,7530,5,,1
17726,zamračit se,glum,ɡlˈʌm,glum,7531,5,,1
17727,zachmuřeně,glumly,ɡlˈʌmli,glumly,7532,5,,1
17728,statečně,gamely,ɡˈeɪmli,gamely,7533,5,,1
17729,pitvat,dissect,dˈaɪsɛkt,dissect,7534,5,,1
17730,pitva,dissection,daɪsˈɛkʃən,dissection,7535,5,,1
17731,chválit,commend,kəmˈɛnd,commend,7536,5,,1
17732,vyznamenání,commendation,kˌɑːməndˈeɪʃən,commendation,7537,5,,1
17733,tím,thereby,ðɛɹbˈaɪ,thereby,7538,5,,1
17734,blikat,flicker,flˈɪkɚ,flicker,7539,5,,1
17735,nezáviděníhodně,unenviably,ˌʌnˈɛnviəbli,unenviably,7540,5,,1
17736,zívat,gape,ɡˈeɪp,gape,7541,5,,1
17737,poddajný,supple,sˈʌpəl,supple,7542,5,,1
17738,exoticky,exotically,ɛɡzˈɑːɾɪkli,exotically,7543,5,,1
17739,baňka,flask,flˈæsk,flask,7544,5,,1
17740,prostorný,spacious,spˈeɪʃəs,spacious,7545,5,,1
17741,labužník,gourmet,ɡˈʊɹmeɪ,gourmet,7546,5,,1
17742,vykouzlit,conjure,kˈʌndʒɚ,conjure,7547,5,,1
17743,krémová,creamy,kɹˈiːmi,creamy,7548,5,,1
17744,sauna,sauna,sˈɔːnə,sauna,7549,5,,1
17745,nápravná,remedial,ɹᵻmˈiːdɪəl,remedial,7550,5,,1
17746,pózovat,posture,pˈɔstʃɚ,posture,7551,5,,1
17747,usedlý,sedate,sᵻdˈeɪt,sedate,7552,5,,1
17748,spojka,clutch,klˈʌtʃ,clutch,7553,5,,1
17749,na dálku,remotely,ɹᵻmˈoʊtli,remotely,7554,5,,1
17750,usedle,sedately,sᵻdˈeɪtli,sedately,7555,5,,1
17751,pomalý,sedate,sᵻdˈeɪt,sedate,7556,5,,1
17752,grapefruit,grapefruit,ɡɹˈeɪpfɹuːt,grapefruit,7557,5,,1
17753,zneklidňující,disquieting,dɪskwˈaɪəɾɪŋ,disquieting,7558,5,,1
17754,manikúra,manicure,mˈænɪkjˌʊɹ,manicure,7559,5,,1
17755,pedikúra,pedicure,pˈɛdɪkjˌʊɹ,pedicure,7560,5,,1
17756,lícní,facial,fˈeɪʃəl,facial,7561,5,,1
17757,kytice,bouquet,buːkˈeɪ,bouquet,7562,5,,1
17758,renovovat,refurbish,ɹᵻfˈɜːbɪʃ,refurbish,7563,5,,1
17759,renovace,refurbishment,ɹᵻfˈɜːbɪʃmənt,refurbishment,7564,5,,1
17760,důvody,grounds,ɡɹˈaʊndz,grounds,7565,5,,1
17761,pozemky,grounds,ɡɹˈaʊndz,grounds,7566,5,,1
17762,letargie,lethargy,lˈɛθɚdʒi,lethargy,7567,5,,1
17763,letargický,lethargic,lɛθˈɑːɹdʒɪk,lethargic,7568,5,,1
17764,letargicky,lethargically,lɛθˈɑːɹdʒɪkli,lethargically,7569,5,,1
17765,majestátní,stately,stˈeɪtli,stately,7570,5,,1
17766,konzervovat,conserve,kənsˈɜːv,conserve,7571,5,,1
17767,konzervatoř,conservatory,kənsˈɜːvətˌɔːɹi,conservatory,7572,5,,1
17768,zuřivě,fiercely,fˈɪɹsli,fiercely,7573,5,,1
17769,formalita,formality,fɔːɹmˈælᵻɾi,formality,7574,5,,1
17770,okounět,gape,ɡˈeɪp,gape,7575,5,,1
17771,dusno,stuffily,stˈʌfili,stuffily,7576,5,,1
17772,uklidnit,reassure,ɹˌiːəʃˈʊɹ,reassure,7577,5,,1
17773,ujištění,reassurance,ɹˌiːəʃˈʊɹɹəns,reassurance,7578,5,,1
17774,necitlivý,insensitive,ɪnsˈɛnsᵻtˌɪv,insensitive,7579,5,,1
17775,necitlivě,insensitively,ɪnsˈɛnsᵻtˌɪvli,insensitively,7580,5,,1
17776,vyznávat,profess,pɹəfˈɛs,profess,7581,5,,1
17777,nevýhoda,drawback,dɹˈɔːbæk,drawback,7582,5,,1
17778,letovisko,resort,ɹᵻzˈɔːɹt,resort,7583,5,,1
17779,uchýlit se k,resort,ɹᵻzˈɔːɹt,resort,7584,5,,1
17780,dohlížet,oversee,ˌoʊvɚsˈiː,oversee,7585,5,,1
17781,dozorce,overseer,ˌoʊvɚsˈiːɚ,overseer,7586,5,,1
17782,odhad,estimation,ˌɛstᵻmˈeɪʃən,estimation,7587,5,,1
17783,zakázka,commission,kəmˈɪʃən,commission,7588,5,,1
17784,zadat,commission,kəmˈɪʃən,commission,7589,5,,1
17785,spojení,liaison,liːˈeɪzɑːn,liaison,7590,5,,1
17786,stresově,stressfully,stɹˈɛsfəli,stressfully,7591,5,,1
17787,nejistě,insecurely,ˌɪnsᵻkjˈʊɹli,insecurely,7592,5,,1
17788,tkalcovský stav,loom,lˈuːm,loom,7593,5,,1
17789,nejistý,insecure,ˌɪnsᵻkjˈʊɹ,insecure,7594,5,,1
17790,horolezec,mountaineer,mˌaʊntɪnˈɪɹ,mountaineer,7595,5,,1
17791,průkopník,pioneer,paɪənˈɪɹ,pioneer,7596,5,,1
17792,hledání,quest,kwˈɛst,quest,7597,5,,1
17793,transatlantický,transatlantic,tɹænsɐtlˈæntɪk,transatlantic,7598,5,,1
17794,základy,rudiments,ɹˈuːdɪmənts,rudiments,7599,5,,1
17795,základní,rudimentary,ɹˌuːdɪmˈɛntɚɹi,rudimentary,7600,5,,1
19607,pádlovat,paddle,pˈædəl,paddle,7601,6,,1
19608,obrovský,immense,ɪmˈɛns,immense,7602,6,,1
19609,nesmírně,immensely,ɪmˈɛnsli,immensely,7603,6,,1
19610,poradní,advisory,ɐdvˈaɪzɚɹi,advisory,7604,6,,1
19611,snaží,trying,tɹˈaɪɪŋ,trying,7605,6,,1
19612,adrenalin,adrenaline,ɐdɹˈɛnəlˌɪn,adrenaline,7606,6,,1
19613,dráteník,tinker,tˈɪŋkɚ,tinker,7607,6,,1
19614,fušovat,tinker,tˈɪŋkɚ,tinker,7608,6,,1
19615,záchod,lavatory,lˈævətˌɔːɹi,lavatory,7609,6,,1
19616,vrchol,pinnacle,pˈɪnəkəl,pinnacle,7610,6,,1
19617,dusnost,stuffiness,stˈʌfinəs,stuffiness,7611,6,,1
19618,nehledě na to,notwithstanding,nˌɑːtwɪðstˈændɪŋ,notwithstanding,7612,6,,1
19619,strukturální,structural,stɹˈʌktʃɚɹəl,structural,7613,6,,1
19620,zmrazit,frost,fɹˈɔst,frost,7614,6,,1
19621,mrazivý,frosty,fɹˈɔsti,frosty,7615,6,,1
19622,mrazivě,frostily,fɹˈɔstili,frostily,7616,6,,1
19623,obsluhovat,man,mˈæn,man,7617,6,,1
17796,bez posádky,unmanned,ʌnmˈænd,unmanned,7618,6,,1
17797,neosobní,impersonal,ɪmpˈɜːsənəl,impersonal,7619,6,,1
17798,neosobně,impersonally,ɪmpˈɜːsənəli,impersonally,7620,6,,1
17799,vydávat se za,impersonate,ɪmpˈɜːsənˌeɪt,impersonate,7621,6,,1
17800,imitátor,impersonator,ɪmpˈɜːsənˌeɪɾɚ,impersonator,7622,6,,1
17801,zosobnění,impersonation,ɪmpˌɜːsənˈeɪʃən,impersonation,7623,6,,1
17802,bzučák,buzzer,bˈʌzɚ,buzzer,7624,6,,1
17803,dezertovat,desert,dˈɛzɚt,desert,7625,6,,1
17804,dezerce,desertion,dɪzˈɜːʃən,desertion,7626,6,,1
17805,neobsazený,unoccupied,ʌnˈɑːkjʊpˌaɪd,unoccupied,7627,6,,1
17806,ucpaný,stuffy,stˈʌfi,stuffy,7628,6,,1
17807,chladný,chilly,tʃˈɪli,chilly,7629,6,,1
17808,konstrukčně,structurally,stɹˈʌktʃɚɹəli,structurally,7630,6,,1
17809,chladit,chill,tʃˈɪl,chill,7631,6,,1
17810,vlastník,possessor,pəzˈɛsɚ,possessor,7632,6,,1
17811,řidič,chauffer,ʃˈoʊfɚ,chauffer,7633,6,,1
17812,sedavý,sedentary,sˈɛdəntɚɹi,sedentary,7634,6,,1
17813,vztah,rapport,ɹæpˈɔːɹ,rapport,7635,6,,1
17814,konzultace,consultation,kɑːnsəltˈeɪʃən,consultation,7636,6,,1
17815,poradenství,consultancy,kənsˈʌltənsi,consultancy,7637,6,,1
17816,kvést,bloom,blˈuːm,bloom,7638,6,,1
17817,projektovat,engineer,ˌɛndʒɪnˈɪɹ,engineer,7639,6,,1
17818,retence,retention,ɹᵻtˈɛnʃən,retention,7640,6,,1
17819,lom,quarry,kwˈɔːɹi,quarry,7641,6,,1
17820,specifikace,specification,spˌɛsɪfɪkˈeɪʃən,specification,7642,6,,1
17821,smlouva,contract,kˈɑːntɹækt,contract,7643,6,,1
17822,nasmlouvat,contract,kˈɑːntɹækt,contract,7644,6,,1
17823,dodavatel,contractor,kəntɹˈæktɚ,contractor,7645,6,,1
17824,dotazovat se,query,kwˈiəɹi,query,7646,6,,1
17825,chlad,chill,tʃˈɪl,chill,7647,6,,1
17826,příjemný,agreeable,ɐɡɹˈiːəbəl,agreeable,7648,6,,1
17827,touha,craving,kɹˈeɪvɪŋ,craving,7649,6,,1
17828,reenact,reenact,ɹiːɛnˈækt,reenact,7650,6,,1
17829,pohrdání,disdain,dɪsdˈeɪn,disdain,7651,6,,1
17830,páv,peacock,pˈiːkɑːk,peacock,7652,6,,1
17831,spekulativní,speculative,spˈɛkjʊlətˌɪv,speculative,7653,6,,1
17832,spekulace,speculation,spˌɛkjʊlˈeɪʃən,speculation,7654,6,,1
17833,spekulovat,speculate,spˈɛkjʊlˌeɪt,speculate,7655,6,,1
17834,trápení,torment,tˈɔːɹmɛnt,torment,7656,6,,1
17835,slídit,prowl,pɹˈaʊl,prowl,7657,6,,1
17836,odporný,detestable,dɪtˈɛstəbəl,detestable,7658,6,,1
17837,nenávidět,detest,dɪtˈɛst,detest,7659,6,,1
17838,zpracování,elaboration,ᵻlˌæbɚɹˈeɪʃən,elaboration,7660,6,,1
17839,rozpracovat,elaborate,ᵻlˈæbɚɹˌeɪt,elaborate,7661,6,,1
17840,propracovaný,elaborate,ᵻlˈæbɚɹˌeɪt,elaborate,7662,6,,1
17841,zmírnit,alleviate,ɐlˈiːvɪˌeɪt,alleviate,7663,6,,1
11507,pěna,suds,sˈʌdz,suds,7664,6,,1
17842,vydírání,extortion,ɛkstˈɔːɹʃən,extortion,7665,6,,1
17843,trápit,torment,tˈɔːɹmɛnt,torment,7666,6,,1
17844,okázalý,showy,ʃˈoʊi,showy,7667,6,,1
17845,kolaborativní,collaborative,kəlˈæbɹətˌɪv,collaborative,7668,6,,1
17846,spolupráce,collaboration,kəlˌæbɚɹˈeɪʃən,collaboration,7669,6,,1
17847,spolupracovník,collaborator,kəlˈæbɔːɹˌeɪɾɚ,collaborator,7670,6,,1
17848,spolupracovat,collaborate,kəlˈæbɚɹˌeɪt,collaborate,7671,6,,1
17849,extravagance,extravagance,ɛkstɹˈævəɡəns,extravagance,7672,6,,1
17850,fit,fit,fˈɪt,fit,7673,6,,1
17851,zaplést,implicate,ˈɪmplᵻkˌeɪt,implicate,7674,6,,1
17852,proto,hence,hˈɛns,hence,7675,6,,1
17853,mechanismus,mechanism,mˈɛkənˌɪzəm,mechanism,7676,6,,1
17854,vykořisťování,exploitation,ɛksplɔɪtˈeɪʃən,exploitation,7677,6,,1
17855,zavázat,oblige,əblˈaɪdʒ,oblige,7678,6,,1
17856,hádat se,wrangle,ɹˈæŋɡəl,wrangle,7679,6,,1
17857,vynaložit,exert,ɛɡzˈɜːt,exert,7680,6,,1
17858,zdlouhavé,tedious,tˈiːdiəs,tedious,7681,6,,1
17859,závislý,dependent,dᵻpˈɛndənt,dependent,7682,6,,1
17860,nefunkčnost,malfunction,mˌælfˈʌŋkʃən,malfunction,7683,6,,1
17861,řemeslo,craft,kɹˈæft,craft,7684,6,,1
17862,obvinit,implicate,ˈɪmplᵻkˌeɪt,implicate,7685,6,,1
17863,vymývání mozku,brainwashing,bɹˈeɪnwɑːʃɪŋ,brainwashing,7686,6,,1
17864,vymýt mozek,brainwash,bɹˈeɪnwɑːʃ,brainwash,7687,6,,1
17865,u cesty,wayside,wˈeɪsaɪd,wayside,7688,6,,1
17866,jemně,subtly,sˈʌɾəli,subtly,7689,6,,1
17867,gadget,gadget,ɡˈædʒɪt,gadget,7690,6,,1
17868,odpojit,unplug,ʌnplˈʌɡ,unplug,7691,6,,1
17869,krytí,coverage,kˈʌvɚɹɪdʒ,coverage,7692,6,,1
17870,flákač,slob,slˈɑːb,slob,7693,6,,1
17871,předem,beforehand,bᵻfˈɔːɹhænd,beforehand,7694,6,,1
17872,klín,lap,lˈæp,lap,7695,6,,1
17873,znovu objevit,rediscover,ɹˌiːdɪskˈʌvɚ,rediscover,7696,6,,1
17874,vyprší platnost,expire,ɛkspˈaɪɚ,expire,7697,6,,1
17875,ošidit,con,kˈɑːn,con,7698,6,,1
17876,vzdát se něčeho,relinquish,ɹᵻlˈɪŋkwɪʃ,relinquish,7699,6,,1
17877,zařízení,appliance,ɐplˈaɪəns,appliance,7700,6,,1
17878,nezvládnutelné,unmanageable,ʌnmˈænɪdʒəbəl,unmanageable,7701,6,,1
17879,klidně,placidly,plˈæsɪdli,placidly,7702,6,,1
17880,klidný,placid,plˈæsɪd,placid,7703,6,,1
17881,ornamentální,ornamental,ˌɔːɹnəmˈɛntəl,ornamental,7704,6,,1
17882,podvod,con,kˈɑːn,con,7705,6,,1
17883,přenosný,portable,pˈɔːɹɾəbəl,portable,7706,6,,1
17884,apt,apt,ˈæpt,apt,7707,6,,1
17885,necky,washtub,wˈɑːʃtʌb,washtub,7708,6,,1
17886,dopravce,carrier,kˈæɹiɚ,carrier,7709,6,,1
17887,strašidelný,ghostly,ɡˈoʊstli,ghostly,7710,6,,1
17888,vlhce,damply,dˈæmpli,damply,7711,6,,1
17889,lámat si hlavu,puzzle,pˈʌzəl,puzzle,7712,6,,1
17890,vhodné k,apt to,ˈæpt tuː,apt_to,7713,6,,1
17891,salonek,saloon,sɐlˈuːn,saloon,7714,6,,1
17892,parazit,parasite,pˈæɹəsˌaɪt,parasite,7715,6,,1
17893,samolibý,smug,smˈʌɡ,smug,7716,6,,1
17894,pronásledování,persecution,pˌɜːsɪkjˈuːʃən,persecution,7717,6,,1
17895,pronásledovat,persecute,pˈɜːsɪkjˌuːt,persecute,7718,6,,1
17896,chytrost,cleverness,klˈɛvɚnəs,cleverness,7719,6,,1
17897,čitelný,readable,ɹˈiːdəbəl,readable,7720,6,,1
17898,věrohodně,believably,bᵻlˈiːvəbli,believably,7721,6,,1
17899,samolibě,smugly,smˈʌɡli,smugly,7722,6,,1
17900,obtěžování,harassment,hɚɹˈæsmənt,harassment,7723,6,,1
17901,holub,pigeon,pˈɪdʒən,pigeon,7724,6,,1
17902,nevysvětlitelně,inexplicably,ˌɪnɛksplˈɪkəbli,inexplicably,7725,6,,1
17903,nevysvětlitelný,inexplicable,ˌɪnɛksplˈɪkəbəl,inexplicable,7726,6,,1
17904,rolník,peasant,pˈɛzənt,peasant,7727,6,,1
17905,drobnosti,minutiae,mɪnˈuːʃɪˌiː,minutiae,7728,6,,1
17906,vězení,confinement,kənfˈaɪnmənt,confinement,7729,6,,1
17907,obtěžovat,harass,hɚɹˈæs,harass,7730,6,,1
17908,přinutit,compel,kəmpˈɛl,compel,7731,6,,1
17909,divoký,ferocious,fəɹˈoʊʃəs,ferocious,7732,6,,1
17910,nepřátelský,hostile,hˈɑːstəl,hostile,7733,6,,1
17911,udávat tempo,pace,pˈeɪs,pace,7734,6,,1
17912,drobek,crumb,kɹˈʌm,crumb,7735,6,,1
17913,sevřít,clutch,klˈʌtʃ,clutch,7736,6,,1
17914,rozpadat se,crumble,kɹˈʌmbəl,crumble,7737,6,,1
17915,výsadní,privileged,pɹˈɪvᵻlɪdʒd,privileged,7738,6,,1
17916,klan,clan,klˈæn,clan,7739,6,,1
17917,zuřivě,ferociously,fəɹˈoʊʃəsli,ferociously,7740,6,,1
17918,hrůza,awe,ˈɔː,awe,7741,6,,1
17919,bezohlednost,ruthlessness,ɹˈuːθləsnəs,ruthlessness,7742,6,,1
17920,nemilosrdný,ruthless,ɹˈuːθləs,ruthless,7743,6,,1
17921,metodický,methodical,mɛθˈɑːdɪkəl,methodical,7744,6,,1
17922,vyděsit,dismay,dɪsmˈeɪ,dismay,7745,6,,1
17923,zděšení,dismay,dɪsmˈeɪ,dismay,7746,6,,1
17924,nepřátelství,hostility,hɑːstˈɪlᵻɾi,hostility,7747,6,,1
17925,výhodný,advantageous,ɐdvɐntˈeɪdʒəs,advantageous,7748,6,,1
17926,přesvědčivě,persuasively,pɚswˈeɪsɪvli,persuasively,7749,6,,1
17927,podvod,deceit,dᵻsˈiːt,deceit,7750,6,,1
17928,pozdvižení,upheaval,ʌphˈiːvəl,upheaval,7751,6,,1
17929,zobrazení,depiction,dᵻpˈɪkʃən,depiction,7752,6,,1
17930,zobrazovat,depict,dᵻpˈɪkt,depict,7753,6,,1
17931,mučivý,torturous,tˈɔːɹtʃɚɹəs,torturous,7754,6,,1
17932,odnětí,withdrawal,wɪθdɹˈɔːl,withdrawal,7755,6,,1
17933,staženo,withdrawn,wɪθdɹˈɔːn,withdrawn,7756,6,,1
17934,užší výběr,shortlist,ʃˈɔːɹtlɪst,shortlist,7757,6,,1
17935,zornice,pupil,pjˈuːpəl,pupil,7758,6,,1
17936,zlý,vicious,vˈɪʃəs,vicious,7759,6,,1
17937,pozoruhodný,notable,nˈoʊɾəbəl,notable,7760,6,,1
17938,obvyklý,customary,kˈʌstəmˌɛɹi,customary,7761,6,,1
17939,vyvážit,poise,pˈɔɪz,poise,7762,6,,1
17940,smyšlený,fanciful,fˈænsifəl,fanciful,7763,6,,1
17941,zlomyslně,viciously,vˈɪʃəsli,viciously,7764,6,,1
17942,odcizit,alienate,ˈeɪliənˌeɪt,alienate,7765,6,,1
17943,relevantní,pertinent,pˈɜːtɪnənt,pertinent,7766,6,,1
17944,nápadník,suitor,sˈuːɾɚ,suitor,7767,6,,1
17945,manipulace,manipulation,mənˌɪpjʊlˈeɪʃən,manipulation,7768,6,,1
17946,zarovnání,alignment,ɐlˈaɪnmənt,alignment,7769,6,,1
17947,zarovnat,align,ɐlˈaɪn,align,7770,6,,1
17948,kyselý,acidic,ɐsˈɪdɪk,acidic,7771,6,,1
17949,ironie,irony,ˈaɪɹəni,irony,7772,6,,1
17950,jednotvárný,uneventful,ʌnᵻvˈɛntfəl,uneventful,7773,6,,1
17951,pokračování,sequel,sˈiːkwəl,sequel,7774,6,,1
17952,trhák,blockbuster,blˈɑːkbʌstɚ,blockbuster,7775,6,,1
17953,jednoduchost,simplicity,sɪmplˈɪsᵻɾi,simplicity,7776,6,,1
17954,protagonista,protagonist,pɹˈoʊɾɐɡənˌɪst,protagonist,7777,6,,1
17955,snít,daydream,dˈeɪdɹiːm,daydream,7778,6,,1
17956,se týkají,pertain to,pɚtˈeɪn tuː,pertain_to,7779,6,,1
17957,rezonovat,resonate,ɹˈɛzənˌeɪt,resonate,7780,6,,1
17958,budoucí,prospective,pɹəspˈɛktɪv,prospective,7781,6,,1
17959,sponzorství,sponsorship,spˈɑːnsɚʃˌɪp,sponsorship,7782,6,,1
17960,organizační,organizational,ˌɔːɹɡɐnᵻzˈeɪʃənəl,organizational,7783,6,,1
17961,záviděníhodné,enviable,ˈɛnviəbəl,enviable,7784,6,,1
17962,křídlo,wing,wˈɪŋ,wing,7785,6,,1
17963,zanícený,avid,ˈævɪd,avid,7786,6,,1
17964,souhlasit,concur,kəŋkˈɜː,concur,7787,6,,1
17965,psychiatr,psychiatrist,saɪkˈaɪətɹɪst,psychiatrist,7788,6,,1
17966,plachý,timid,tˈɪmɪd,timid,7789,6,,1
17967,plášť,cloak,klˈoʊk,cloak,7790,6,,1
17968,vnější,exterior,ɛkstˈɪɹiɚ,exterior,7791,6,,1
17969,vyvolat,evoke,ɪvˈoʊk,evoke,7792,6,,1
17970,odrazit,repel,ɹᵻpˈɛl,repel,7793,6,,1
17971,repelent,repellant,ɹᵻpˈɛlənt,repellant,7794,6,,1
17972,neochotně,reluctantly,ɹᵻlˈʌktəntli,reluctantly,7795,6,,1
17973,aqua,aqua,ˈækwə,aqua,7796,6,,1
17974,psychiatrické,psychiatric,sˌaɪkɪˈætɹɪk,psychiatric,7797,6,,1
17975,sbor,corps,kˈɔːɹ,corps,7798,6,,1
17976,zvláštnost,oddity,ˈɑːdᵻɾi,oddity,7799,6,,1
17977,normy,norms,nˈɔːɹmz,norms,7800,6,,1
17978,vyhovovat,conform,kənfˈɔːɹm,conform,7801,6,,1
17979,posvátnost,sanctity,sˈæŋktᵻɾi,sanctity,7802,6,,1
17980,klinický,clinical,klˈɪnɪkəl,clinical,7803,6,,1
17981,odhalující,revealing,ɹᵻvˈiːlɪŋ,revealing,7804,6,,1
17982,traumatický,traumatic,tɹɔːmˈæɾɪk,traumatic,7805,6,,1
17983,trauma,trauma,tɹˈɔːmə,trauma,7806,6,,1
17984,zvyklý,accustomed,ɐkˈʌstəmd,accustomed,7807,6,,1
17985,jurisdikce,jurisdiction,dʒˌʊɹɹɪsdˈɪkʃən,jurisdiction,7808,6,,1
17986,mladistvý,juvenile,dʒˈuːvənˌaɪl,juvenile,7809,6,,1
17987,forenzní,forensic,fɚɹˈɛnsɪk,forensic,7810,6,,1
17988,omezení,constraint,kənstɹˈeɪnt,constraint,7811,6,,1
17989,akvárium,aquarium,ɐkwˈɛɹiəm,aquarium,7812,6,,1
17990,bystře,insightfully,ˈɪnsaɪtfəli,insightfully,7813,6,,1
17991,nedbalý,neglectful,nᵻɡlˈɛktfəl,neglectful,7814,6,,1
17992,zátah,roundup,ɹˈaʊndʌp,roundup,7815,6,,1
17993,svědomitý,conscientious,kˌɑːnsɪˈɛnʃəs,conscientious,7816,6,,1
17994,svědomitě,conscientiously,kˌɑːnsɪˈɛnʃəsli,conscientiously,7817,6,,1
17995,neurčitý,indefinite,ɪndˈɛfɪnət,indefinite,7818,6,,1
17996,na dobu neurčitou,indefinitely,ɪndˈɛfɪnətli,indefinitely,7819,6,,1
17997,rachotit,rumble,ɹˈʌmbəl,rumble,7820,6,,1
17998,atmosférický,atmospheric,ˌætməsfˈɛɹɪk,atmospheric,7821,6,,1
17999,fúze,fusion,fjˈuːʒən,fusion,7822,6,,1
18000,robustní,robust,ɹoʊbˈʌst,robust,7823,6,,1
18001,robustně,robustly,ɹoʊbˈʌstli,robustly,7824,6,,1
18002,tristní,dismal,dˈɪzməl,dismal,7825,6,,1
18003,pochmurně,dismally,dˈɪzməli,dismally,7826,6,,1
18004,toužit,crave,kɹˈeɪv,crave,7827,6,,1
18005,pojistka,fuse,fjˈuːz,fuse,7828,6,,1
18006,bystrý,insightful,ɪnsˈaɪtfəl,insightful,7829,6,,1
18007,rachot,rumble,ɹˈʌmbəl,rumble,7830,6,,1
18008,elitářský,elitist,ɪlˈiːɾɪst,elitist,7831,6,,1
18009,flashback,flashback,flˈæʃbæk,flashback,7832,6,,1
18010,sebehodnota,self-worth,sˈɛlfwˈɜːθ,selfworth,7833,6,,1
18011,trápit se,agonize,ˈæɡənˌaɪz,agonize,7834,6,,1
18012,uvést,cite,sˈaɪt,cite,7835,6,,1
18013,citace,citation,saɪtˈeɪʃən,citation,7836,6,,1
18014,recitovat,recite,ɹᵻsˈaɪt,recite,7837,6,,1
18015,reptání,grumble,ɡɹˈʌmbəl,grumble,7838,6,,1
18016,extaticky,ecstatically,ɛkstˈæɾɪkli,ecstatically,7839,6,,1
18017,příjemný,pleasurable,plˈɛʒɚɹəbəl,pleasurable,7840,6,,1
18018,podstatně,substantially,səbstˈænʃəli,substantially,7841,6,,1
18019,příznivě,favourably,fˈeɪvɚɹəbli,favourably,7842,6,,1
18020,rozmanitost,diversity,daɪvˈɜːsᵻɾi,diversity,7843,6,,1
18021,ego,ego,ˈiːɡoʊ,ego,7844,6,,1
18022,nutkání,compulsion,kəmpˈʌlʃən,compulsion,7845,6,,1
18023,běžně,ordinarily,ˌɔːɹdɪnˈɛɹᵻli,ordinarily,7846,6,,1
18024,znalý,knowledgeable,nˈɑːlɪdʒəbəl,knowledgeable,7847,6,,1
18025,vertikální,vertical,vˈɜːɾɪkəl,vertical,7848,6,,1
18026,vysvětlující,explanatory,ɛksplˈænətˌɔːɹi,explanatory,7849,6,,1
18027,klenot,gem,dʒˈɛm,gem,7850,6,,1
18028,oběšení,hanging,hˈæŋɪŋ,hanging,7851,6,,1
18029,obrovsky,enormously,ɪnˈɔːɹməsli,enormously,7852,6,,1
18030,geologicky,geologically,dʒˌɪəlˈɑːdʒɪkli,geologically,7853,6,,1
18031,geologický,geological,dʒˌɪəlˈɑːdʒɪkəl,geological,7854,6,,1
18032,fosilní,fossil,fˈɑːsəl,fossil,7855,6,,1
18033,sklad,stock,stˈɑːk,stock,7856,6,,1
18034,indukce,induction,ɪndˈʌkʃən,induction,7857,6,,1
18035,vzorek,specimen,spˈɛsɪmən,specimen,7858,6,,1
18036,indukovat,induct,ɪndˈʌkt,induct,7859,6,,1
18037,hrobka,tomb,tˈuːm,tomb,7860,6,,1
18038,puchýř,blister,blˈɪstɚ,blister,7861,6,,1
18039,taktně,tactfully,tˈæktfəli,tactfully,7862,6,,1
18040,taktní,tactful,tˈæktfəl,tactful,7863,6,,1
11508,takt,tact,tˈækt,tact,7864,6,,1
18041,svéhlavý,headstrong,hˈɛdstɹɔŋ,headstrong,7865,6,,1
18042,klaustrofobie,claustrophobia,klˌɔːstɹəfˈoʊbiə,claustrophobia,7866,6,,1
18043,formulovat,formulate,fˈɔːɹmjʊlˌeɪt,formulate,7867,6,,1
18044,klaustrofobní,claustrophobic,klˌɔːstɹəfˈoʊbɪk,claustrophobic,7868,6,,1
18045,protahování,stretching,stɹˈɛtʃɪŋ,stretching,7869,6,,1
18046,schválení,endorsement,ɛndˈɔːɹsmənt,endorsement,7870,6,,1
18047,čistě,cleanly,klˈiːnli,cleanly,7871,6,,1
18048,obětovat,sacrifice,sˈækɹᵻfˌaɪs,sacrifice,7872,6,,1
18049,oběť,sacrifice,sˈækɹᵻfˌaɪs,sacrifice,7873,6,,1
18050,trosky,shambles,ʃˈæmbəlz,shambles,7874,6,,1
18051,temná komora,darkroom,dˈɑːɹkɹuːm,darkroom,7875,6,,1
18052,omítka,plaster,plˈæstɚ,plaster,7876,6,,1
18053,zvěčnit,perpetuate,pɚpˈɛtʃuːˌeɪt,perpetuate,7877,6,,1
18054,hostitelka,hostess,hˈoʊstɛs,hostess,7878,6,,1
18055,dynamicky,dynamically,daɪnˈæmɪkli,dynamically,7879,6,,1
18056,stoke,stoke,stˈoʊk,stoke,7880,6,,1
18057,opatrný,wary,wˈɛɹi,wary,7881,6,,1
